series id,id,title,notes
EXTHUS,EXTHUS,Thai Baht to U.S. Dollar Spot Exchange Rate,"Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date."
IOER,IOER,Interest Rate on Excess Reserves (DISCONTINUED),"Starting July 29, 2021, the interest rate on excess reserves (IOER (https://fred.stlouisfed.org/series/IOER)) and the interest rate on required reserves (IORR (https://fred.stlouisfed.org/series/IORR)) were replaced with a single rate, the interest rate on reserve balances (IORB (https://fred.stlouisfed.org/series/IORB)). See the source's announcement (https://www.federalreserve.gov/newsevents/pressreleases/bcreg20210602a.htm) for more details.  The interest rate on excess reserves (IOER rate) is determined by the Board of Governors and gives the Federal Reserve an additional tool to conduct monetary policy.  See Policy Tools (https://www.federalreserve.gov/monetarypolicy/reqresbalances.htm) for more information."
LNS11300001,LNS11300001,Labor Force Participation Rate - Men,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS11300001
AEXUSAL,AEXUSAL,U.S. Dollars to Australian Dollar Spot Exchange Rate,Average of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.
DPCCRV1Q225SBEA,DPCCRV1Q225SBEA,Personal Consumption Expenditures (PCE) Excluding Food and Energy (Chain-Type Price Index),"BEA Account Code: DPCCRV  For more information about this series, please see http://www.bea.gov/national/."
BOGZ1FL072052006Q,BOGZ1FL072052006Q,"Interest Rates and Price Indexes; Effective Federal Funds Rate (Percent), Level","Source ID: FL072052006.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL072052006&t=) provided by the source."
INTDSRTRM193N,INTDSRTRM193N,"Interest Rates, Discount Rate for Turkey","Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
HQMCB5YR,HQMCB5YR,5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.   The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities.    For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
IR3TCD01USM156N,IR3TCD01USM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Certificates of Deposit: Total for United States,"OECD Descriptor ID: IR3TCD01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
ECBESTRVOLWGTTRMDMNRT,ECBESTRVOLWGTTRMDMNRT,Euro Short-Term Rate: Volume-Weighted Trimmed Mean Rate,"The euro short-term rate (€STR) reflects the wholesale euro unsecured overnight borrowing costs of banks located in the euro area. The ECB publishes on its website the €STR at 08:00 CET on each TARGET2 business date. The €STR time series is updated on the ECB’s Statistical Data Warehouse (SDW) shortly after the €STR publication.  The daily €STR is based on the transactions with overnight maturity that were traded and settled on the previous TARGET2 date. In SDW, the €STR series are indexed by time, where the time index reflects the trade date of the underlying transactions. For example, the observations on the rate, volume traded, etc. with time index 1 October 2019 reflect trading activity on that day, and correspond to the €STR published on 2 October 2019.  For further information refer to the <a href='https://www.ecb.europa.eu/stats/financial_markets_and_interest_rates/euro_short-term_rate/html/eurostr_overview.en.html'>Overview of €STR </>."
DFII20,DFII20,"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed","For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
DRCCLT100S,DRCCLT100S,"Delinquency Rate on Credit Card Loans, Banks Ranked 1st to 100th Largest in Size by Assets",The 100 largest banks are measured by consolidated foreign and domestic assets.
M0892CUSM156NNBR,M0892CUSM156NNBR,Unemployment Rate for United States,"Series Is Presented Here As Three Variables--(1)--Seasonally Adjusted, 1929-1942 (2)--Seasonally Adjusted, 1940-1946 (3)--Original Data, 1947-1966. Beginning In April 1962 Labor Force Estimates Are Based On The 1960 Population Census. Source: Employment And Earnings And Monthly Report On The Labor Force, Vol. 13, No. 9, March 1967.  This NBER data series m08292c appears on the NBER website in Chapter 8 at http://www.nber.org/databases/macrohistory/contents/chapter08.html.  NBER Indicator: m08292c"
TERMCBPER24NS,TERMCBPER24NS,"Finance Rate on Personal Loans at Commercial Banks, 24 Month Loan","For further information, please refer to the Board of Governors of the Federal Reserve System's G.19 release, online at http://www.federalreserve.gov/releases/g19/."
DCPN3M,DCPN3M,90-Day AA Nonfinancial Commercial Paper Interest Rate,Discount Basis
DTWEXEMEGS,DTWEXEMEGS,Nominal Emerging Market Economies U.S. Dollar Index,
AEXTHUS,AEXTHUS,Thai Baht to U.S. Dollar Spot Exchange Rate,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.
IRLTLT01EZM156N,IRLTLT01EZM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Euro Area (19 Countries),"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: EA19  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
STTMINWGOH,STTMINWGOH,State Minimum Wage Rate for Ohio,"State minimum wage applies only after a certain level of gross annual sales or receipts is reached by the employer. State minimum wage can be changed annually based on changes in the CPI and a cost of living formula.  For more information, visit https://www.dol.gov/whd/state/stateMinWageHis.htm"
STTMINWGTX,STTMINWGTX,State Minimum Wage Rate for Texas,"State minimum wage will always change to equal to the federal minimum wage.  For more information, visit https://www.dol.gov/whd/state/stateMinWageHis.htm"
CPALTT01USM657N,CPALTT01USM657N,Consumer Price Index: All Items: Total for United States,"OECD Descriptor ID: CPALTT01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
AMBOR30T,AMBOR30T,AMERIBOR Term-30 Derived Interest Rate Index,"AMERIBOR® (American Interbank Offered Rate) is a benchmark interest rate based on overnight unsecured loans transacted on the American Financial Exchange (AFX). AMERIBOR® is calculated as the transaction volume weighted average interest rate of the daily transactions in the AMERIBOR® overnight unsecured loan market on the AFX.  AMERIBOR® Term-30 Index is a forward-looking interest rate designed to capture wholesale funding costs for American financial institutions over a thirty-day period at a specific moment in time. This index is calculated using AMERIBOR (https://fred.stlouisfed.org/series/AMERIBOR) as well as a broad dataset of real-world primary issuances of wholesale commercial deposits and commercial paper of U.S.-domiciled financial institutions of every size. More details about AMERIBOR® methodology can be found on the source's website (https://ameribor.net/), under the Resources section.  AMERIBOR® is a registered trademark of the American Financial Exchange (AFX). © Copyright, American Financial Exchange (AFX). All Rights Reserved."
SPDYNCBRTINUSA,SPDYNCBRTINUSA,Crude Birth Rate for the United States,"Crude birth rate indicates the number of live births occurring during the year, per 1,000 population estimated at midyear. Subtracting the crude death rate from the crude birth rate provides the rate of natural increase, which is equal to the rate of population change in the absence of migration.  Source Indicator: SP.DYN.CBRT.IN"
IRSTCB01CAM156N,IRSTCB01CAM156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for Canada,"OECD Descriptor ID: IRSTCB01 OECD unit ID: PC OECD country ID: CAN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
CCUSMA02RUM618N,CCUSMA02RUM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Russia,"OECD Descriptor ID: CCUSMA02 OECD unit ID: RUB OECD country ID: RUS  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
JTSJOR,JTSJOR,Job Openings: Total Nonfarm,
REAINTRATREARAT1MO,REAINTRATREARAT1MO,1-Month Real Interest Rate,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.  Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.  For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
REVOLSLAR,REVOLSLAR,Percent Change of Total Revolving Consumer Credit,"For further information, please refer to the Board of Governors of the Federal Reserve System's G.19 release, online at http://www.federalreserve.gov/releases/g19/."
H8B1247NCBCMG,H8B1247NCBCMG,"Consumer Loans: Credit Cards and Other Revolving Plans, All Commercial Banks","For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release (http://www.federalreserve.gov/releases/h8)"
CPN3M,CPN3M,90-Day AA Nonfinancial Commercial Paper Interest Rate,"Averages of Business Days, Discount Basis"
LREM64TTUSM156S,LREM64TTUSM156S,Employment Rate: Aged 15-64: All Persons for United States,"OECD Descriptor ID: LREM64TT OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
TERMCBCCINTNS,TERMCBCCINTNS,"Commercial Bank Interest Rate on Credit Card Plans, Accounts Assessed Interest","For further information, please refer to the Board of Governors of the Federal Reserve System's G.19 release, online at http://www.federalreserve.gov/releases/g19/."
DEXSZUS,DEXSZUS,Swiss Francs to U.S. Dollar Spot Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.
INDIRLTLT01STM,INDIRLTLT01STM,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for India,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: IND  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
CPALTT01USQ657N,CPALTT01USQ657N,Consumer Price Index: All Items: Total for United States,"OECD Descriptor ID: CPALTT01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
MMTY,MMTY,Treasury Yield: Money Market,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
IR3TCD01USQ156N,IR3TCD01USQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Certificates of Deposit: Total for United States,"OECD Descriptor ID: IR3TCD01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
AMBOR1M,AMBOR1M,1-Month AMERIBOR Term Structure of Interest Rates,"AMERIBOR® (American Interbank Offered Rate) is a benchmark interest rate based on overnight unsecured loans transacted on the American Financial Exchange (AFX). AMERIBOR® is calculated as the transaction volume weighted average interest rate of the daily transactions in the AMERIBOR® overnight unsecured loan market on the AFX. The arbitrage free AMERIBOR® Term Structure of Interest Rates is derived from the Overnight Unsecured AMERIBOR® Interest Rate (AMERIBOR (https://fred.stlouisfed.org/series/AMERIBOR)) and the implied AMERIBOR® forward rates from the AMERIBOR® futures prices. More details about AMERIBOR® methodology can be found on the source's website (https://ameribor.net), under the Resources section.  AMERIBOR® is a registered trademark of the American Financial Exchange (AFX). © Copyright, American Financial Exchange (AFX). All Rights Reserved."
CPALTT01USM659N,CPALTT01USM659N,Consumer Price Index: All Items: Total for United States,"OECD Descriptor ID: CPALTT01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
TWEXEMEGSMTH,TWEXEMEGSMTH,Nominal Emerging Market Economies U.S. Dollar Index,
U2RATENSA,U2RATENSA,Unemployment Rate - Job Losers (U-2),The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04023621
IR3TCD01USA156N,IR3TCD01USA156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Certificates of Deposit: Total for United States,"OECD Descriptor ID: IR3TCD01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
H8B1058NCBCMG,H8B1058NCBCMG,"Deposits, All Commercial Banks","For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release (http://www.federalreserve.gov/releases/h8)"
T1YFF,T1YFF,1-Year Treasury Constant Maturity Minus Federal Funds Rate,"Series is calculated as the spread between 1-Year Treasury Constant Maturity (BC_1YEAR) and Effective Federal Funds Rate (https://fred.stlouisfed.org/series/DFF). Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
BAMLC4A0C710YEY,BAMLC4A0C710YEY,ICE BofA 7-10 Year US Corporate Index Effective Yield,"This data represents the effective yield of the ICE BofA 7-10 Year US Corporate Index, a subset of the ICE BofA US Corporate Master Index tracking the performance of US dollar denominated investment grade rated corporate debt publicly issued in the US domestic market. This subset includes all securities with a remaining term to maturity of greater than or equal to 7 years and less than 10 years. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.  The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.  Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
WCPN3M,WCPN3M,90-Day AA Nonfinancial Commercial Paper Interest Rate,"Averages of Business Days, Discount Basis"
BOGZ1FL072052006A,BOGZ1FL072052006A,"Interest Rates and Price Indexes; Effective Federal Funds Rate (Percent), Level","Source ID: FL072052006.A  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL072052006&t=) provided by the source."
LNS14000024,LNS14000024,Unemployment Rate - 20 Yrs. & over,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14000024
RIFSPPNAAD90NA,RIFSPPNAAD90NA,90-Day AA Nonfinancial Commercial Paper Interest Rate,Averages of daily figures.  For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm).
NYUR,NYUR,Unemployment Rate in New York,
LNU01300001,LNU01300001,Labor Force Participation Rate - Men,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU01300001
NZLGDPRQPSMEI,NZLGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for New Zealand,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: NZL  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
NZLGDPRAPSMEI,NZLGDPRAPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for New Zealand,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: NZL  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
RIFSPPNAAD90NB,RIFSPPNAAD90NB,90-Day AA Nonfinancial Commercial Paper Interest Rate,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm."
EXSZUS,EXSZUS,Swiss Francs to U.S. Dollar Spot Exchange Rate,"Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date."
U6RATE,U6RATE,"Total Unemployed, Plus All Persons Marginally Attached to the Labor Force, Plus Total Employed Part Time for Economic Reasons, as a Percent of the Civilian Labor Force Plus All Persons Marginally Attached to the Labor Force (U-6)",The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS13327709
IRSTCB01CAQ156N,IRSTCB01CAQ156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for Canada,"OECD Descriptor ID: IRSTCB01 OECD unit ID: PC OECD country ID: CAN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
Q09084USQ507NNBR,Q09084USQ507NNBR,Mortgage Delinquency Rates for United States,"The Series Is Based On The Number Of 1-4 Family Mortgage Loans Outstanding And Includes Loans In Foreclosure. Source: Mortgage Bankers Association Of America, ""National Delinquency Survey""  This NBER data series q09084 appears on the NBER website in Chapter 9 at http://www.nber.org/databases/macrohistory/contents/chapter09.html.  NBER Indicator: q09084"
IRLTLT01CAM156N,IRLTLT01CAM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Canada,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: CAN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
CCUSMA02RUQ618N,CCUSMA02RUQ618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Russia,"OECD Descriptor ID: CCUSMA02 OECD unit ID: RUB OECD country ID: RUS  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
CPALTT01USQ659N,CPALTT01USQ659N,Consumer Price Index: All Items: Total for United States,"OECD Descriptor ID: CPALTT01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
WFII20,WFII20,"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed","For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
IRLTLT01EZA156N,IRLTLT01EZA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Euro Area (19 Countries),"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: EA19  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
DEXMAUS,DEXMAUS,Malaysian Ringgit to U.S. Dollar Spot Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.
IRSTCB01CAA156N,IRSTCB01CAA156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for Canada,"OECD Descriptor ID: IRSTCB01 OECD unit ID: PC OECD country ID: CAN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
H8B1247NCBCAG,H8B1247NCBCAG,"Consumer Loans: Credit Cards and Other Revolving Plans, All Commercial Banks","For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release (http://www.federalreserve.gov/releases/h8)"
FII20,FII20,"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed","For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
IRLTLT01EZQ156N,IRLTLT01EZQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Euro Area (19 Countries),"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: EA19  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
TWEXEMEGSANL,TWEXEMEGSANL,Nominal Emerging Market Economies U.S. Dollar Index,
CCUSMA02RUA618N,CCUSMA02RUA618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Russia,"OECD Descriptor ID: CCUSMA02 OECD unit ID: RUB OECD country ID: RUS  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
CPALTT01USA657N,CPALTT01USA657N,Consumer Price Index: All Items: Total for United States,"OECD Descriptor ID: CPALTT01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
RBJPBIS,RBJPBIS,Real Broad Effective Exchange Rate for Japan,"Real effective exchange rates are calculated as weighted averages of bilateral exchange rates adjusted by relative consumer prices.  Copyright, 2016, Bank for International Settlements (BIS). Terms and conditions of use are available at http://www.bis.org/terms_conditions.htm#Copyright_and_Permissions."
RIFLGFCY20XIINA,RIFLGFCY20XIINA,"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed","Averages of daily figures.  For further information regarding treasury constant maturity data, please refer to the H.15 Statistical release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
BAAFF,BAAFF,Moody's Seasoned Baa Corporate Bond Minus Federal Funds Rate,"Series is calculated as the spread between Moody's Seasoned Baa Corporate Bond© (https://fred.stlouisfed.org/series/DBAA) and Effective Federal Funds Rate (https://fred.stlouisfed.org/series/EFFR).  ©2017, Moody's Corporation, Moody's Investors Service, Inc., Moody's Analytics, Inc. and/or their licensors and affiliates (collectively, ""Moody's""). All rights reserved. Moody's ratings and other information (""Moody's Information"") are proprietary to Moody's and/or its licensors and are protected by copyright and other intellectual property laws. Moody's Information is licensed to Client by Moody's. MOODY'S INFORMATION MAY NOT BE COPIED OR OTHERWISE REPRODUCED, REPACKAGED, FURTHER TRANSMITTED, TRANSFERRED, DISSEMINATED, REDISTRIBUTED OR RESOLD, OR STORED FOR SUBSEQUENT USE FOR ANY SUCH PURPOSE, IN WHOLE OR IN PART, IN ANY FORM OR MANNER OR BY ANY MEANS WHATSOEVER, BY ANY PERSON WITHOUT MOODY'S PRIOR WRITTEN CONSENT. Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
INTDSRINM193N,INTDSRINM193N,"Interest Rates, Discount Rate for India","Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
